MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,LotFrontage_missing,MasVnrArea_missing,GarageYrBlt_missing
0.0,0.8235551364292291,0.6068455608465244,0.4652315451485962,1.0,1.0,0.0,0.414312645351534,1.0000000000000004,0.0,0.0,0.2115254198442248,0.6101463001003167,1.0,1.0,0.6676632533243565,0.42428335750655477,0.6309297535714573,0.42702332514200614,0.8833333333333333,0.0,0.0,0.3346655547417551,0.08290006638061564,0.0,0.20453760043899338,0.8078970569795865,0.3606817717551307,0.1619825249912526,0.7962516656606864,0.39401908878967595,0.32077763438659523,0.5258265228723141,0.7512946719219709,0.0,0.20286232530940393,0.5407763474138223,1.0,0.43727496995098136,0.9999999999999998,0.9999999999999998,0.6187861769722538,0.0,0.0,0.433673671269573,0.5,0.0,0.3333333333333333,0.0,0.6308994260150247,0.0,0.15756214890442305,0.36848279708310294,1.0,0.0,0.05896460582657537,0.6556359299478641,0.5656048236486851,0.7303691009003314,0.3333333333333333,0.2762430939226522,0.7414034842770194,1.0000000000000002,0.9999999999999998,0.434472810691507,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,1.0,0.0,0.7210570543488701,0.22412403466736652,0.0,0.0,0.0
0.48799195615074353,0.8235551364292291,0.5206766868297665,0.4451775149180639,1.0,1.0,0.5346211196055632,0.414312645351534,1.0000000000000004,0.0,0.0,0.4218731541720928,0.6101463001003167,1.0,1.0,1.0,0.5757166424934448,0.7712437491614221,0.12891270192966223,0.25,0.0,0.0,0.8568531898726363,0.08290006638061564,0.0,0.5244147351690638,1.0,1.0,0.4495893797697634,0.7962516656606864,0.39401908878967595,0.5054951038095264,0.0,0.7512946719219709,0.0,0.41348723959748407,0.3288282356039909,1.0,0.5505945267633313,0.9999999999999998,0.9999999999999998,0.3112089963639111,0.5033989208222621,0.0,0.539058953770744,0.0,0.0,0.6666666666666666,0.5,0.6308994260150247,0.0,0.15756214890442305,0.6111962106682239,1.0,0.5,0.37766326609258416,0.6556359299478641,0.17074862600715024,0.7303691009003314,0.6666666666666666,0.3570488969068294,0.7414034842770194,1.0000000000000002,0.9999999999999998,0.0,0.12620884408474944,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,1.0,0.0,0.647685462377997,0.22412403466736652,0.0,0.0,0.0
0.18010331151170145,0.8235551364292291,0.5847674648810897,0.4779223365844203,1.0,1.0,0.0,0.414312645351534,1.0000000000000004,0.0,0.0,0.13264683118939546,0.09488853557765076,1.0,1.0,0.6676632533243565,0.42428335750655477,0.7712437491614221,0.7895902993191811,0.9666666666666667,0.0,0.0,0.3346655547417551,0.08290006638061564,0.0,0.20453760043899338,1.0,0.3606817717551307,0.04475140797708027,0.7962516656606864,0.39401908878967595,0.5054951038095264,0.0,0.7512946719219709,0.0,0.41193472180174884,0.3275935864089821,1.0,0.5505945267633313,0.9999999999999998,0.21418729999595487,0.30888316581771047,0.0,0.0,0.13797545010586632,0.0,0.0,0.3333333333333333,0.0,0.39805321938403343,0.0,0.15756214890442305,0.20751874963942185,1.0,0.0,0.05896460582657537,0.0,0.2988100955125129,0.0,0.0,0.0,0.0,0.0,0.23727382841548272,0.5700283276272572,0.0,0.5664450392884904,0.0,0.0,0.0,0.0,0.24906499037947638,1.0,0.0,0.647685462377997,0.22412403466736652,0.0,0.0,1.0
0.4070066494451412,0.8235551364292291,0.5291480784627598,0.42067203874720915,1.0,1.0,0.0,0.414312645351534,1.0000000000000004,0.06764610974153307,0.0,0.1969567999667784,0.09488853557765076,1.0,1.0,0.33581300646074697,0.42428335750655477,0.7712437491614221,0.5639930709422722,0.95,0.0,0.0,0.33036556202380074,0.48942372815278135,0.2626737477393912,0.20453760043899338,1.0,0.21103841470576534,0.4495893797697634,0.7962516656606864,0.39401908878967595,0.43420169021992117,0.32450682376827195,0.7512946719219709,0.0,0.08383596096970265,0.3008428538504597,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.4380876959982105,0.5131799879366843,0.0,0.6087527941793542,0.5,0.0,0.3333333333333333,0.5,0.6308994260150247,0.0,0.4903716074711209,0.6111962106682239,1.0,1.0,0.37766326609258416,0.20144973089743967,0.7256816605303885,0.28480620225023234,0.3333333333333333,0.2255045664674712,0.7414034842770194,1.0000000000000002,0.9999999999999998,0.0,0.0,0.9118383559278139,0.0,0.0,0.0,0.0,0.24906499037947638,1.0,0.0,0.7210570543488701,0.22412403466736652,0.0,0.0,0.0
0.4070066494451412,0.8235551364292291,0.43725146170405904,0.3152666187234381,1.0,0.7595538851721648,0.0,0.414312645351534,1.0000000000000004,0.0,0.0,0.1969567999667784,0.6101463001003167,1.0,1.0,0.33581300646074697,0.42428335750655477,0.6309297535714573,0.6929057728719344,1.0,0.0,0.0,0.7051897464414995,0.08290006638061564,0.0,0.20453760043899338,1.0,0.21103841470576534,0.1619825249912526,0.7962516656606864,0.39401908878967595,0.3584623932113079,0.12432774618889857,0.7512946719219709,0.0,0.41814479298468976,0.4222500246929845,1.0,0.43727496995098136,0.9999999999999998,0.9999999999999998,0.46581801876408147,0.4336273087393838,0.0,0.5824832932539517,0.0,0.0,0.6666666666666666,0.0,0.6308994260150247,0.0,0.4903716074711209,0.4999999999999999,1.0,0.5,0.4839268781231939,0.20144973089743967,0.9177738647884326,0.28480620225023234,0.3333333333333333,0.28939752696658805,0.7414034842770194,1.0000000000000002,0.9999999999999998,0.0,0.0,0.8358518262671627,0.0,0.0,0.0,0.0,1.0000000000000004,1.0,0.0,0.647685462377997,0.22412403466736652,0.0,0.0,0.0
0.0,0.8235551364292291,0.6068455608465244,0.5097910515499828,1.0,1.0,0.0,0.414312645351534,1.0000000000000004,0.06764610974153307,0.0,0.4447449324812247,0.6101463001003167,1.0,1.0,0.6676632533243565,0.42428335750655477,0.7712437491614221,0.2739394916005322,0.5666666666666667,0.0,0.0,0.8568531898726363,0.08290006638061564,0.0,0.20453760043899338,1.0,1.0,0.1619825249912526,0.7962516656606864,0.39401908878967595,0.43420169021992117,0.509857821526951,0.7512946719219709,0.0,0.0,0.3679254601126005,1.0,0.43727496995098136,0.9999999999999998,0.9999999999999998,0.3806698448413659,0.0,0.0,0.20647169740421667,0.5,0.0,0.3333333333333333,0.0,0.6308994260150247,0.0,0.15756214890442305,0.36848279708310294,1.0,0.0,0.05896460582657537,0.6556359299478641,0.3308254628888536,0.28480620225023234,0.6666666666666666,0.5186605028751837,0.7414034842770194,1.0000000000000002,0.9999999999999998,0.4449001581481032,0.0,0.0,0.0,0.0,0.0,0.0,0.12821760095112822,1.0,0.0,0.783091851446946,0.22412403466736652,0.0,0.0,0.0
0.48799195615074353,0.8235551364292291,0.8868505294663651,0.5661817636270725,1.0,1.0,1.0,0.414312645351534,1.0000000000000004,0.0,0.0,0.4218731541720928,0.6101463001003167,1.0,1.0,1.0,0.5757166424934448,0.46497352071792686,0.03222817548241556,0.06666666666666667,0.0,0.0,0.8568531898726363,0.08290006638061564,0.0,0.5244147351690638,1.0,1.0,0.4495893797697634,0.7962516656606864,0.6681114631404688,0.5054951038095264,0.0,0.7512946719219709,0.0,0.3539740574276334,0.2815000164619897,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.21512601463895642,0.571214319482256,0.0,0.5349136982076903,0.0,0.0,0.6666666666666666,0.5,0.6308994260150247,0.0,0.4903716074711209,0.4999999999999999,1.0,0.5,0.4839268781231939,1.0,0.04268715650178756,0.9999999999999999,0.6666666666666666,0.375840944112452,0.7414034842770194,1.0000000000000002,0.9999999999999998,0.1737891242766028,0.11989840188051197,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,1.0,0.0,0.44211410869774037,0.22412403466736652,0.0,0.0,0.0
0.4070066494451412,0.3462489466937394,0.3247790926771106,0.33943403435302955,1.0,1.0,0.0,0.414312645351534,1.0000000000000004,0.0,0.0,0.013550057696588014,0.6101463001003167,1.0,1.0,0.33581300646074697,0.2389439955936914,0.8927892607143719,0.7090198606131423,0.05,0.0,0.0,0.8568531898726363,0.08290006638061564,0.0,0.20453760043899338,0.8078970569795865,0.21103841470576534,0.1619825249912526,0.7962516656606864,0.39401908878967595,0.3410307459996432,0.41917841031578185,0.7512946719219709,0.0,0.03156786184661643,0.3275935864089821,1.0,0.5505945267633313,0.9999999999999998,0.9999999999999998,0.30888316581771047,0.23344146846420963,0.0,0.35707446355516037,0.5,0.0,0.3333333333333333,0.0,0.6308994260150247,0.0,0.4903716074711209,0.6111962106682239,1.0,0.0,0.05896460582657537,0.20144973089743967,0.9391174430393263,0.28480620225023234,0.3333333333333333,0.2255045664674712,0.7414034842770194,1.0000000000000002,0.0,0.0,0.3029012258033986,0.0,0.0,0.0,0.0,0.0,0.24906499037947638,1.0,0.0,0.647685462377997,0.22412403466736652,0.0,0.0,0.0
0.0,0.8235551364292291,0.66138909640336,0.5704935443747536,1.0,1.0,0.5346211196055632,0.414312645351534,1.0000000000000004,0.0,0.0,0.4048491445276753,0.6101463001003167,1.0,1.0,0.6676632533243565,0.5757166424934448,0.6309297535714573,0.217540184506305,0.45,0.0,0.0,0.3346655547417551,0.48942372815278135,0.21889478978282598,0.20453760043899338,0.8078970569795865,0.3606817717551307,0.4495893797697634,0.7962516656606864,0.39401908878967595,0.9999999999999999,0.3353427282526255,0.5485179368117823,0.2172815034355259,0.3136085947385173,0.5852237184341365,1.0,0.43727496995098136,0.9999999999999998,0.9999999999999998,0.6676233339560422,0.0,0.0,0.48027231641664336,0.0,0.0,0.6666666666666666,0.0,0.6308994260150247,0.0,0.4903716074711209,0.6111962106682239,1.0,0.5,0.37766326609258416,0.6556359299478641,0.28813830638706606,0.9999999999999999,0.6666666666666666,0.5412109595219309,0.7414034842770194,1.0000000000000002,0.9999999999999998,0.47965798300342377,0.0,0.0,0.0,0.0,0.0,0.0,0.8439853960716257,1.0,0.0,0.7210570543488701,0.22412403466736652,0.0,0.0,0.0
0.0,0.8235551364292291,0.6482965177686844,0.49020560266802216,1.0,1.0,0.0,0.414312645351534,1.0000000000000004,0.0,0.0,0.5674167457529516,0.6101463001003167,1.0,1.0,0.6676632533243565,0.8146606380871364,0.46497352071792686,0.0,0.0,0.0,0.0,0.9999999999999999,1.0,0.1459298598552173,0.5244147351690638,1.0,1.0,0.4495893797697634,0.7962516656606864,0.6681114631404688,0.5054951038095264,0.0,0.7512946719219709,0.0,0.7741888741399702,0.615678398577685,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.6989891470361176,0.0,0.0,0.5102004384396546,0.0,0.0,0.6666666666666666,0.0,0.6308994260150247,0.0,0.4903716074711209,0.6111962106682239,1.0,0.0,0.05896460582657537,0.6556359299478641,0.0,0.9999999999999999,0.6666666666666666,0.44537151877325565,0.7414034842770194,1.0000000000000002,0.9999999999999998,0.29196572878469274,0.4101787432754357,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,1.0,0.0,0.7210570543488701,0.9999999999999998,0.0,0.0,0.0
